2026-07-08 16:31:16,885 | INFO | TEST | Logger is working!
2026-07-14 14:42:47,829 | INFO | THREAT_INTEL | Checking reputation of 192.168.10.5
2026-07-14 14:42:47,830 | INFO | DECISION | Running XGBoost prediction...
2026-07-14 14:42:47,834 | INFO | DECISION | Risk Score=1, Decision=Close
2026-07-14 14:42:47,834 | INFO | EXPLAINER | Explanation generated.
2026-07-14 14:42:47,835 | INFO | SERVICE | Alert processed successfully.
2026-07-14 14:42:49,180 | INFO | SERVICE | Received new alert.
2026-07-14 14:42:49,181 | INFO | PARSER | Parsing incoming alert...
2026-07-14 14:42:49,181 | INFO | PARSER | Alert parsed successfully.
2026-07-14 14:42:49,181 | INFO | VALIDATOR | Validating alert...
2026-07-14 14:42:49,182 | INFO | VALIDATOR | Alert validation successful.
2026-07-14 14:42:49,182 | INFO | SERVICE | Alert validation successful.
2026-07-14 14:42:49,182 | INFO | FEATURES | Extracting alert features...
2026-07-14 14:42:49,182 | INFO | FEATURES | Feature extraction completed.
2026-07-14 14:42:49,183 | INFO | MITRE | Mapping MITRE ATT&CK...
2026-07-14 14:42:49,183 | INFO | MITRE | Matched MITRE T1059.001
2026-07-14 14:42:49,183 | INFO | THREAT_INTEL | Checking reputation of 192.168.10.5
2026-07-14 14:42:49,183 | INFO | DECISION | Running XGBoost prediction...
2026-07-14 14:42:49,186 | INFO | DECISION | Risk Score=1, Decision=Close
2026-07-14 14:42:49,186 | INFO | EXPLAINER | Explanation generated.
2026-07-14 14:42:49,186 | INFO | SERVICE | Alert processed successfully.
2026-07-14 14:42:49,361 | INFO | SERVICE | Received new alert.
2026-07-14 14:42:49,361 | INFO | PARSER | Parsing incoming alert...
2026-07-14 14:42:49,362 | INFO | PARSER | Alert parsed successfully.
2026-07-14 14:42:49,362 | INFO | VALIDATOR | Validating alert...
2026-07-14 14:42:49,362 | INFO | VALIDATOR | Alert validation successful.
2026-07-14 14:42:49,362 | INFO | SERVICE | Alert validation successful.
2026-07-14 14:42:49,363 | INFO | FEATURES | Extracting alert features...
2026-07-14 14:42:49,363 | INFO | FEATURES | Feature extraction completed.
2026-07-14 14:42:49,363 | INFO | MITRE | Mapping MITRE ATT&CK...
2026-07-14 14:42:49,363 | INFO | MITRE | Matched MITRE T1059.001
2026-07-14 14:42:49,364 | INFO | THREAT_INTEL | Checking reputation of 192.168.10.5
2026-07-14 14:42:49,364 | INFO | DECISION | Running XGBoost prediction...
2026-07-14 14:42:49,366 | INFO | DECISION | Risk Score=1, Decision=Close
2026-07-14 14:42:49,367 | INFO | EXPLAINER | Explanation generated.
2026-07-14 14:42:49,367 | INFO | SERVICE | Alert processed successfully.
2026-07-14 14:43:04,641 | INFO | SERVICE | Received new alert.
2026-07-14 14:43:04,641 | INFO | PARSER | Parsing incoming alert...
2026-07-14 14:43:04,641 | INFO | PARSER | Alert parsed successfully.
2026-07-14 14:43:04,642 | INFO | VALIDATOR | Validating alert...
2026-07-14 14:43:04,642 | INFO | VALIDATOR | Alert validation successful.
2026-07-14 14:43:04,642 | INFO | SERVICE | Alert validation successful.
2026-07-14 14:43:04,642 | INFO | FEATURES | Extracting alert features...
2026-07-14 14:43:04,643 | INFO | FEATURES | Feature extraction completed.
2026-07-14 14:43:04,643 | INFO | MITRE | Mapping MITRE ATT&CK...
2026-07-14 14:43:04,643 | INFO | MITRE | Matched MITRE T1059.001
2026-07-14 14:43:04,643 | INFO | THREAT_INTEL | Checking reputation of 172.168.10.5
2026-07-14 14:43:04,644 | INFO | DECISION | Running XGBoost prediction...
2026-07-14 14:43:04,646 | INFO | DECISION | Risk Score=1, Decision=Close
2026-07-14 14:43:04,647 | INFO | EXPLAINER | Explanation generated.
2026-07-14 14:43:04,649 | INFO | SERVICE | Alert processed successfully.
2026-07-14 15:16:36,087 | INFO | SERVICE | Received new alert.
2026-07-14 15:16:36,087 | INFO | PARSER | Parsing incoming alert...
2026-07-14 15:16:36,087 | INFO | PARSER | Alert parsed successfully.
2026-07-14 15:16:36,088 | INFO | VALIDATOR | Validating alert...
2026-07-14 15:16:36,088 | INFO | VALIDATOR | Alert validation successful.
2026-07-14 15:16:36,088 | INFO | SERVICE | Alert validation successful.
2026-07-14 15:16:36,088 | INFO | FEATURES | Extracting alert features...
2026-07-14 15:16:36,089 | INFO | FEATURES | Feature extraction completed.
2026-07-14 15:16:36,089 | INFO | MITRE | Mapping MITRE ATT&CK...
2026-07-14 15:16:36,089 | INFO | MITRE | Matched MITRE T1059.001
2026-07-14 15:16:36,089 | INFO | THREAT_INTEL | Checking reputation of 192.168.10.5
2026-07-14 15:16:36,089 | INFO | DECISION | Running XGBoost prediction...
2026-07-14 15:16:36,092 | INFO | DECISION | Risk Score=100, Decision=Escalate
2026-07-14 15:16:36,092 | INFO | EXPLAINER | Explanation generated.
2026-07-14 15:16:36,093 | INFO | SERVICE | Alert processed successfully.
2026-07-14 15:16:39,970 | INFO | SERVICE | Received new alert.
2026-07-14 15:16:39,970 | INFO | PARSER | Parsing incoming alert...
2026-07-14 15:16:39,970 | INFO | PARSER | Alert parsed successfully.
2026-07-14 15:16:39,971 | INFO | VALIDATOR | Validating alert...
2026-07-14 15:16:39,971 | INFO | VALIDATOR | Alert validation successful.
2026-07-14 15:16:39,971 | INFO | SERVICE | Alert validation successful.
2026-07-14 15:16:39,971 | INFO | FEATURES | Extracting alert features...
2026-07-14 15:16:39,972 | INFO | FEATURES | Feature extraction completed.
2026-07-14 15:16:39,972 | INFO | MITRE | Mapping MITRE ATT&CK...
2026-07-14 15:16:39,972 | INFO | MITRE | Matched MITRE T1059.001
2026-07-14 15:16:39,972 | INFO | THREAT_INTEL | Checking reputation of 192.168.10.5
2026-07-14 15:16:39,972 | INFO | DECISION | Running XGBoost prediction...
2026-07-14 15:16:39,974 | INFO | DECISION | Risk Score=100, Decision=Escalate
2026-07-14 15:16:39,974 | INFO | EXPLAINER | Explanation generated.
2026-07-14 15:16:39,974 | INFO | SERVICE | Alert processed successfully.
2026-07-14 15:29:41,735 | INFO | SERVICE | Received new alert.
2026-07-14 15:29:41,735 | INFO | PARSER | Parsing incoming alert...
2026-07-14 15:29:41,736 | INFO | PARSER | Alert parsed successfully.
2026-07-14 15:29:41,736 | INFO | VALIDATOR | Validating alert...
2026-07-14 15:29:41,736 | INFO | VALIDATOR | Alert validation successful.
2026-07-14 15:29:41,736 | INFO | SERVICE | Alert validation successful.
2026-07-14 15:29:41,737 | INFO | FEATURES | Extracting alert features...
2026-07-14 15:29:41,737 | INFO | FEATURES | Feature extraction completed.
2026-07-14 15:29:41,737 | INFO | MITRE | Mapping MITRE ATT&CK...
2026-07-14 15:29:41,737 | INFO | MITRE | Matched MITRE T1059.001
2026-07-14 15:29:41,738 | INFO | THREAT_INTEL | Checking reputation of 192.168.10.5
2026-07-14 15:29:41,738 | INFO | DECISION | Running XGBoost prediction...
2026-07-14 15:29:41,740 | INFO | DECISION | Risk Score=100, Decision=Escalate
2026-07-14 15:29:41,741 | INFO | EXPLAINER | Explanation generated.
2026-07-14 15:29:41,741 | INFO | SERVICE | Alert processed successfully.
2026-07-14 15:29:50,861 | INFO | SERVICE | Received new alert.
2026-07-14 15:29:50,862 | INFO | PARSER | Parsing incoming alert...
2026-07-14 15:29:50,862 | INFO | PARSER | Alert parsed successfully.
2026-07-14 15:29:50,862 | INFO | VALIDATOR | Validating alert...
2026-07-14 15:29:50,863 | INFO | VALIDATOR | Alert validation successful.
2026-07-14 15:29:50,863 | INFO | SERVICE | Alert validation successful.
2026-07-14 15:29:50,863 | INFO | FEATURES | Extracting alert features...
2026-07-14 15:29:50,863 | INFO | FEATURES | Feature extraction completed.
2026-07-14 15:29:50,863 | INFO | MITRE | Mapping MITRE ATT&CK...
2026-07-14 15:29:50,864 | INFO | MITRE | Matched MITRE T1059.001
2026-07-14 15:29:50,864 | INFO | THREAT_INTEL | Checking reputation of 192.168.10.5
2026-07-14 15:29:50,864 | INFO | DECISION | Running XGBoost prediction...
2026-07-14 15:29:50,866 | INFO | DECISION | Risk Score=100, Decision=Escalate
2026-07-14 15:29:50,867 | INFO | EXPLAINER | Explanation generated.
2026-07-14 15:29:50,867 | INFO | SERVICE | Alert processed successfully.
2026-07-14 15:33:57,566 | INFO | SERVICE | Received new alert.
2026-07-14 15:33:57,566 | INFO | PARSER | Parsing incoming alert...
2026-07-14 15:33:57,567 | INFO | PARSER | Alert parsed successfully.
2026-07-14 15:33:57,567 | INFO | VALIDATOR | Validating alert...
2026-07-14 15:33:57,569 | ERROR | VALIDATOR | Invalid source IP: 999.999.99.9
2026-07-14 15:33:57,569 | ERROR | SERVICE | Alert validation failed.
2026-07-14 15:34:16,116 | INFO | SERVICE | Received new alert.
2026-07-14 15:34:16,116 | INFO | PARSER | Parsing incoming alert...
2026-07-14 15:34:16,116 | INFO | PARSER | Alert parsed successfully.
2026-07-14 15:34:16,117 | INFO | VALIDATOR | Validating alert...
2026-07-14 15:34:16,117 | ERROR | VALIDATOR | Invalid source IP: 172.3.4.5.55.55
